# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
6.35            	U               	(2.23413425e-01 3.76490937e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.23413425e-01 3.76490937e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.4             	U               	(2.24258162e-01 3.75061806e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.24258162e-01 3.75061806e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.45            	U               	(2.25097819e-01 3.73632433e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.25097819e-01 3.73632433e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.5             	U               	(2.25932440e-01 3.72202960e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.25932440e-01 3.72202960e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.55            	U               	(2.26762063e-01 3.70773519e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.26762063e-01 3.70773519e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.6             	U               	(2.27586732e-01 3.69344251e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.27586732e-01 3.69344251e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.65            	U               	(2.28406485e-01 3.67915293e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.28406485e-01 3.67915293e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.7             	U               	(2.29221362e-01 3.66486774e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.29221362e-01 3.66486774e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.75            	U               	(2.30031400e-01 3.65058814e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.30031400e-01 3.65058814e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.8             	U               	(2.30836639e-01 3.63631535e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.30836639e-01 3.63631535e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.85            	U               	(2.31637116e-01 3.62205054e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.31637116e-01 3.62205054e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.9             	U               	(2.32432867e-01 3.60779486e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.32432867e-01 3.60779486e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.95            	U               	(2.33223931e-01 3.59354949e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.33223931e-01 3.59354949e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7               	U               	(2.34010340e-01 3.57931544e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.34010340e-01 3.57931544e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.05            	U               	(2.34792131e-01 3.56509364e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.34792131e-01 3.56509364e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.1             	U               	(2.35569339e-01 3.55088514e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.35569339e-01 3.55088514e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.15            	U               	(2.36341999e-01 3.53669107e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.36341999e-01 3.53669107e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.2             	U               	(2.37110146e-01 3.52251237e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.37110146e-01 3.52251237e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.25            	U               	(2.37873812e-01 3.50835002e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.37873812e-01 3.50835002e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.3             	U               	(2.38633031e-01 3.49420495e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.38633031e-01 3.49420495e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.35            	U               	(2.39387837e-01 3.48007812e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.39387837e-01 3.48007812e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.4             	U               	(2.40138260e-01 3.46597038e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.40138260e-01 3.46597038e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.45            	U               	(2.40884333e-01 3.45188244e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.40884333e-01 3.45188244e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.5             	U               	(2.41626087e-01 3.43781510e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.41626087e-01 3.43781510e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.55            	U               	(2.42363553e-01 3.42376923e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.42363553e-01 3.42376923e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.6             	U               	(2.43096763e-01 3.40974562e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.43096763e-01 3.40974562e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.65            	U               	(2.43825747e-01 3.39574503e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.43825747e-01 3.39574503e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.7             	U               	(2.44550534e-01 3.38176819e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.44550534e-01 3.38176819e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.75            	U               	(2.45271156e-01 3.36781582e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.45271156e-01 3.36781582e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.8             	U               	(2.45987640e-01 3.35388860e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.45987640e-01 3.35388860e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.85            	U               	(2.46700017e-01 3.33998723e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.46700017e-01 3.33998723e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.9             	U               	(2.47408315e-01 3.32611236e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.47408315e-01 3.32611236e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.95            	U               	(2.48112562e-01 3.31226463e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.48112562e-01 3.31226463e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8               	U               	(2.48812787e-01 3.29844466e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.48812787e-01 3.29844466e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.05            	U               	(2.49509016e-01 3.28465298e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.49509016e-01 3.28465298e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.1             	U               	(2.50201279e-01 3.27089017e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.50201279e-01 3.27089017e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.15            	U               	(2.50889605e-01 3.25715712e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.50889605e-01 3.25715712e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.2             	U               	(2.51574020e-01 3.24345453e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.51574020e-01 3.24345453e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.25            	U               	(2.52254546e-01 3.22978247e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.52254546e-01 3.22978247e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.3             	U               	(2.52931211e-01 3.21614115e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.52931211e-01 3.21614115e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.35            	U               	(2.53604043e-01 3.20253129e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.53604043e-01 3.20253129e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.4             	U               	(2.54273069e-01 3.18895346e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.54273069e-01 3.18895346e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.45            	U               	(2.54938315e-01 3.17540850e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.54938315e-01 3.17540850e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.5             	U               	(2.55599803e-01 3.16189669e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.55599803e-01 3.16189669e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.55            	U               	(2.56257561e-01 3.14841844e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.56257561e-01 3.14841844e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.6             	U               	(2.56911613e-01 3.13497418e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.56911613e-01 3.13497418e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.65            	U               	(2.57561983e-01 3.12156431e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.57561983e-01 3.12156431e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.7             	U               	(2.58208697e-01 3.10818922e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.58208697e-01 3.10818922e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.75            	U               	(2.58851778e-01 3.09484930e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.58851778e-01 3.09484930e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.8             	U               	(2.59491250e-01 3.08154492e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.59491250e-01 3.08154492e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.85            	U               	(2.60127138e-01 3.06827646e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.60127138e-01 3.06827646e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.9             	U               	(2.60759465e-01 3.05504428e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.60759465e-01 3.05504428e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.95            	U               	(2.61388253e-01 3.04184871e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.61388253e-01 3.04184871e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9               	U               	(2.62013527e-01 3.02869011e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.62013527e-01 3.02869011e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.05            	U               	(2.62635310e-01 3.01556879e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.62635310e-01 3.01556879e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.1             	U               	(2.63253623e-01 3.00248507e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.63253623e-01 3.00248507e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.15            	U               	(2.63868490e-01 2.98943925e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.63868490e-01 2.98943925e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.2             	U               	(2.64479933e-01 2.97643163e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.64479933e-01 2.97643163e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.25            	U               	(2.65087974e-01 2.96346248e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.65087974e-01 2.96346248e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.3             	U               	(2.65692636e-01 2.95053209e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.65692636e-01 2.95053209e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.35            	U               	(2.66293939e-01 2.93764072e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.66293939e-01 2.93764072e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.4             	U               	(2.66891909e-01 2.92478880e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.66891909e-01 2.92478880e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.45            	U               	(2.67486562e-01 2.91197659e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.67486562e-01 2.91197659e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.5             	U               	(2.68077918e-01 2.89920364e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.68077918e-01 2.89920364e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.55            	U               	(2.68666001e-01 2.88647029e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.68666001e-01 2.88647029e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.6             	U               	(2.69250832e-01 2.87377717e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.69250832e-01 2.87377717e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
