# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
3.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.1             	U               	(1.54632924e-01 4.55167087e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.54632924e-01 4.55167087e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.15            	U               	(1.55966117e-01 4.54597270e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.55966117e-01 4.54597270e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.2             	U               	(1.57287341e-01 4.53977136e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.57287341e-01 4.53977136e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.25            	U               	(1.58596861e-01 4.53310271e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.58596861e-01 4.53310271e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.3             	U               	(1.59894935e-01 4.52599900e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.59894935e-01 4.52599900e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.35            	U               	(1.61181805e-01 4.51848946e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.61181805e-01 4.51848946e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.4             	U               	(1.62457707e-01 4.51060031e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.62457707e-01 4.51060031e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.45            	U               	(1.63722862e-01 4.50235537e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.63722862e-01 4.50235537e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.5             	U               	(1.64977489e-01 4.49377645e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.64977489e-01 4.49377645e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.55            	U               	(1.66221788e-01 4.48488280e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.66221788e-01 4.48488280e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.6             	U               	(1.67455961e-01 4.47569317e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.67455961e-01 4.47569317e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.65            	U               	(1.68680196e-01 4.46622346e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.68680196e-01 4.46622346e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.7             	U               	(1.69894674e-01 4.45648917e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.69894674e-01 4.45648917e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.75            	U               	(1.71099571e-01 4.44650419e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.71099571e-01 4.44650419e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.8             	U               	(1.72295054e-01 4.43628197e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.72295054e-01 4.43628197e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.85            	U               	(1.73481286e-01 4.42583436e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.73481286e-01 4.42583436e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.9             	U               	(1.74658423e-01 4.41517298e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.74658423e-01 4.41517298e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.95            	U               	(1.75826615e-01 4.40430873e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.75826615e-01 4.40430873e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4               	U               	(1.76986005e-01 4.39325113e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.76986005e-01 4.39325113e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.05            	U               	(1.78136735e-01 4.38201065e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.78136735e-01 4.38201065e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.1             	U               	(1.79278939e-01 4.37059566e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.79278939e-01 4.37059566e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.15            	U               	(1.80412747e-01 4.35901484e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.80412747e-01 4.35901484e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.2             	U               	(1.81538286e-01 4.34727641e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.81538286e-01 4.34727641e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.25            	U               	(1.82655676e-01 4.33538789e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.82655676e-01 4.33538789e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.3             	U               	(1.83765035e-01 4.32335702e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.83765035e-01 4.32335702e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.35            	U               	(1.84866477e-01 4.31119020e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.84866477e-01 4.31119020e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.4             	U               	(1.85960114e-01 4.29889447e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.85960114e-01 4.29889447e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.45            	U               	(1.87046050e-01 4.28647595e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.87046050e-01 4.28647595e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.5             	U               	(1.88124390e-01 4.27394071e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.88124390e-01 4.27394071e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.55            	U               	(1.89195234e-01 4.26129433e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.89195234e-01 4.26129433e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.6             	U               	(1.90258679e-01 4.24854225e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.90258679e-01 4.24854225e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.65            	U               	(1.91314821e-01 4.23569000e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.91314821e-01 4.23569000e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.7             	U               	(1.92363749e-01 4.22274192e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.92363749e-01 4.22274192e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.75            	U               	(1.93405554e-01 4.20970321e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.93405554e-01 4.20970321e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.8             	U               	(1.94440323e-01 4.19657817e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.94440323e-01 4.19657817e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.85            	U               	(1.95468141e-01 4.18337130e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.95468141e-01 4.18337130e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.9             	U               	(1.96489087e-01 4.17008645e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.96489087e-01 4.17008645e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.95            	U               	(1.97503244e-01 4.15672778e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.97503244e-01 4.15672778e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5               	U               	(1.98510689e-01 4.14329918e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.98510689e-01 4.14329918e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.05            	U               	(1.99511496e-01 4.12980407e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.99511496e-01 4.12980407e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.1             	U               	(2.00505740e-01 4.11624610e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.00505740e-01 4.11624610e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.15            	U               	(2.01493494e-01 4.10262857e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.01493494e-01 4.10262857e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.2             	U               	(2.02474827e-01 4.08895456e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.02474827e-01 4.08895456e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.25            	U               	(2.03449808e-01 4.07522736e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.03449808e-01 4.07522736e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.3             	U               	(2.04418505e-01 4.06145001e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.04418505e-01 4.06145001e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.35            	U               	(2.05380981e-01 4.04762518e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.05380981e-01 4.04762518e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.4             	U               	(2.06337301e-01 4.03375593e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.06337301e-01 4.03375593e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.45            	U               	(2.07287528e-01 4.01984487e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.07287528e-01 4.01984487e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.5             	U               	(2.08231722e-01 4.00589450e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.08231722e-01 4.00589450e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.55            	U               	(2.09169944e-01 3.99190755e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.09169944e-01 3.99190755e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.6             	U               	(2.10102251e-01 3.97788635e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.10102251e-01 3.97788635e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.65            	U               	(2.11028702e-01 3.96383327e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.11028702e-01 3.96383327e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.7             	U               	(2.11949350e-01 3.94975068e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.11949350e-01 3.94975068e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.75            	U               	(2.12864252e-01 3.93564063e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.12864252e-01 3.93564063e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.8             	U               	(2.13773461e-01 3.92150540e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.13773461e-01 3.92150540e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.85            	U               	(2.14677031e-01 3.90734710e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.14677031e-01 3.90734710e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.9             	U               	(2.15575012e-01 3.89316768e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.15575012e-01 3.89316768e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.95            	U               	(2.16467455e-01 3.87896915e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.16467455e-01 3.87896915e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6               	U               	(2.17354411e-01 3.86475341e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.17354411e-01 3.86475341e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.05            	U               	(2.18235927e-01 3.85052226e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.18235927e-01 3.85052226e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.1             	U               	(2.19112052e-01 3.83627756e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.19112052e-01 3.83627756e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.15            	U               	(2.19982833e-01 3.82202098e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.19982833e-01 3.82202098e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.2             	U               	(2.20848315e-01 3.80775420e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.20848315e-01 3.80775420e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.25            	U               	(2.21708545e-01 3.79347889e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.21708545e-01 3.79347889e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.3             	U               	(2.22563567e-01 3.77919679e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.22563567e-01 3.77919679e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.53520000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
