# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
3.25            	U               	(1.57302367e-01 4.48944936e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.57302367e-01 4.48944936e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.3             	U               	(1.58589641e-01 4.48248009e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.58589641e-01 4.48248009e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.35            	U               	(1.59865809e-01 4.47510669e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.59865809e-01 4.47510669e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.4             	U               	(1.61131103e-01 4.46735542e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.61131103e-01 4.46735542e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.45            	U               	(1.62385744e-01 4.45925010e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.62385744e-01 4.45925010e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.5             	U               	(1.63629946e-01 4.45081255e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.63629946e-01 4.45081255e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.55            	U               	(1.64863911e-01 4.44206212e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.64863911e-01 4.44206212e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.6             	U               	(1.66087836e-01 4.43301719e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.66087836e-01 4.43301719e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.65            	U               	(1.67301910e-01 4.42369426e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.67301910e-01 4.42369426e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.7             	U               	(1.68506312e-01 4.41410842e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.68506312e-01 4.41410842e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.75            	U               	(1.69701215e-01 4.40427352e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.69701215e-01 4.40427352e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.8             	U               	(1.70886788e-01 4.39420300e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.70886788e-01 4.39420300e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.85            	U               	(1.72063189e-01 4.38390859e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.72063189e-01 4.38390859e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.9             	U               	(1.73230575e-01 4.37340200e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.73230575e-01 4.37340200e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
3.95            	U               	(1.74389093e-01 4.36269375e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.74389093e-01 4.36269375e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
3.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4               	U               	(1.75538887e-01 4.35179372e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.75538887e-01 4.35179372e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.05            	U               	(1.76680097e-01 4.34071175e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.76680097e-01 4.34071175e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.1             	U               	(1.77812855e-01 4.32945658e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.77812855e-01 4.32945658e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.15            	U               	(1.78937291e-01 4.31803663e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.78937291e-01 4.31803663e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.2             	U               	(1.80053530e-01 4.30646012e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.80053530e-01 4.30646012e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.25            	U               	(1.81161692e-01 4.29473425e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.81161692e-01 4.29473425e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.3             	U               	(1.82261895e-01 4.28286708e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.82261895e-01 4.28286708e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.35            	U               	(1.83354250e-01 4.27086467e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.83354250e-01 4.27086467e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.4             	U               	(1.84438867e-01 4.25873407e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.84438867e-01 4.25873407e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.45            	U               	(1.85515853e-01 4.24648121e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.85515853e-01 4.24648121e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.5             	U               	(1.86585310e-01 4.23411242e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.86585310e-01 4.23411242e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.55            	U               	(1.87647337e-01 4.22163291e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.87647337e-01 4.22163291e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.6             	U               	(1.88702031e-01 4.20904830e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.88702031e-01 4.20904830e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.65            	U               	(1.89749485e-01 4.19636374e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.89749485e-01 4.19636374e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.7             	U               	(1.90789791e-01 4.18358410e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.90789791e-01 4.18358410e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.75            	U               	(1.91823037e-01 4.17071392e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.91823037e-01 4.17071392e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.8             	U               	(1.92849310e-01 4.15775781e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.92849310e-01 4.15775781e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.85            	U               	(1.93868692e-01 4.14472022e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.93868692e-01 4.14472022e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.9             	U               	(1.94881265e-01 4.13160482e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.94881265e-01 4.13160482e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
4.95            	U               	(1.95887108e-01 4.11841585e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.95887108e-01 4.11841585e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
4.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5               	U               	(1.96886299e-01 4.10515712e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.96886299e-01 4.10515712e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.05            	U               	(1.97878912e-01 4.09183206e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.97878912e-01 4.09183206e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.1             	U               	(1.98865020e-01 4.07844422e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.98865020e-01 4.07844422e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.15            	U               	(1.99844696e-01 4.06499690e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(1.99844696e-01 4.06499690e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.2             	U               	(2.00818009e-01 4.05149324e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.00818009e-01 4.05149324e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.25            	U               	(2.01785026e-01 4.03793635e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.01785026e-01 4.03793635e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.3             	U               	(2.02745815e-01 4.02432931e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.02745815e-01 4.02432931e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.35            	U               	(2.03700439e-01 4.01067486e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.03700439e-01 4.01067486e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.4             	U               	(2.04648962e-01 3.99697583e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.04648962e-01 3.99697583e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.45            	U               	(2.05591447e-01 3.98323497e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.05591447e-01 3.98323497e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.5             	U               	(2.06527953e-01 3.96945475e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.06527953e-01 3.96945475e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.55            	U               	(2.07458540e-01 3.95563774e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.07458540e-01 3.95563774e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.6             	U               	(2.08383265e-01 3.94178641e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.08383265e-01 3.94178641e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.65            	U               	(2.09302187e-01 3.92790302e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.09302187e-01 3.92790302e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.7             	U               	(2.10215357e-01 3.91398992e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.10215357e-01 3.91398992e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.75            	U               	(2.11122834e-01 3.90004919e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.11122834e-01 3.90004919e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.8             	U               	(2.12024668e-01 3.88608301e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.12024668e-01 3.88608301e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.85            	U               	(2.12920913e-01 3.87209353e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.12920913e-01 3.87209353e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.9             	U               	(2.13811620e-01 3.85808270e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.13811620e-01 3.85808270e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
5.95            	U               	(2.14696839e-01 3.84405244e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.14696839e-01 3.84405244e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
5.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6               	U               	(2.15576619e-01 3.83000471e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.15576619e-01 3.83000471e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.05            	U               	(2.16451009e-01 3.81594126e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.16451009e-01 3.81594126e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.1             	U               	(2.17320056e-01 3.80186391e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.17320056e-01 3.80186391e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.15            	U               	(2.18183806e-01 3.78777439e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.18183806e-01 3.78777439e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.2             	U               	(2.19042304e-01 3.77367427e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.19042304e-01 3.77367427e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.25            	U               	(2.19895599e-01 3.75956527e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.19895599e-01 3.75956527e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.3             	U               	(2.20743732e-01 3.74544909e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.20743732e-01 3.74544909e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.35            	U               	(2.21586747e-01 3.73132720e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.21586747e-01 3.73132720e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.4             	U               	(2.22424686e-01 3.71720103e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.22424686e-01 3.71720103e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.45            	U               	(2.23257592e-01 3.70307202e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.23257592e-01 3.70307202e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.5             	U               	(2.24085506e-01 3.68894159e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.24085506e-01 3.68894159e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
