# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
6.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.55            	U               	(2.24908468e-01 3.67481105e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.24908468e-01 3.67481105e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.6             	U               	(2.25726519e-01 3.66068177e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.25726519e-01 3.66068177e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.65            	U               	(2.26539699e-01 3.64655512e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.26539699e-01 3.64655512e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.7             	U               	(2.27348046e-01 3.63243240e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.27348046e-01 3.63243240e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.75            	U               	(2.28151597e-01 3.61831478e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.28151597e-01 3.61831478e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.8             	U               	(2.28950392e-01 3.60420347e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.28950392e-01 3.60420347e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.85            	U               	(2.29744468e-01 3.59009965e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.29744468e-01 3.59009965e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.9             	U               	(2.30533860e-01 3.57600445e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.30533860e-01 3.57600445e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
6.95            	U               	(2.31318606e-01 3.56191905e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.31318606e-01 3.56191905e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7               	U               	(2.32098739e-01 3.54784445e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.32098739e-01 3.54784445e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.05            	U               	(2.32874295e-01 3.53378157e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.32874295e-01 3.53378157e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.1             	U               	(2.33645310e-01 3.51973145e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.33645310e-01 3.51973145e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.15            	U               	(2.34411817e-01 3.50569520e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.34411817e-01 3.50569520e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.2             	U               	(2.35173850e-01 3.49167377e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.35173850e-01 3.49167377e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.25            	U               	(2.35931442e-01 3.47766812e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.35931442e-01 3.47766812e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.3             	U               	(2.36684627e-01 3.46367917e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.36684627e-01 3.46367917e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.35            	U               	(2.37433438e-01 3.44970789e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.37433438e-01 3.44970789e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.4             	U               	(2.38177906e-01 3.43575513e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.38177906e-01 3.43575513e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.45            	U               	(2.38918061e-01 3.42182159e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.38918061e-01 3.42182159e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.5             	U               	(2.39653936e-01 3.40790807e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.39653936e-01 3.40790807e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.55            	U               	(2.40385562e-01 3.39401543e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.40385562e-01 3.39401543e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.6             	U               	(2.41112968e-01 3.38014445e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.41112968e-01 3.38014445e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.65            	U               	(2.41836186e-01 3.36629589e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.41836186e-01 3.36629589e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.7             	U               	(2.42555245e-01 3.35247047e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.42555245e-01 3.35247047e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.75            	U               	(2.43270174e-01 3.33866890e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.43270174e-01 3.33866890e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.8             	U               	(2.43981003e-01 3.32489188e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.43981003e-01 3.32489188e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.85            	U               	(2.44687761e-01 3.31114008e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.44687761e-01 3.31114008e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.9             	U               	(2.45390475e-01 3.29741417e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.45390475e-01 3.29741417e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
7.95            	U               	(2.46089175e-01 3.28371477e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.46089175e-01 3.28371477e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8               	U               	(2.46783888e-01 3.27004250e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.46783888e-01 3.27004250e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.05            	U               	(2.47474640e-01 3.25639791e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.47474640e-01 3.25639791e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.1             	U               	(2.48161461e-01 3.24278156e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.48161461e-01 3.24278156e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.15            	U               	(2.48844379e-01 3.22919423e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.48844379e-01 3.22919423e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.2             	U               	(2.49523420e-01 3.21563667e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.49523420e-01 3.21563667e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.25            	U               	(2.50198608e-01 3.20210921e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.50198608e-01 3.20210921e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.3             	U               	(2.50869968e-01 3.18861195e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.50869968e-01 3.18861195e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.35            	U               	(2.51537528e-01 3.17514535e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.51537528e-01 3.17514535e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.4             	U               	(2.52201315e-01 3.16171020e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.52201315e-01 3.16171020e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.45            	U               	(2.52861354e-01 3.14830696e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.52861354e-01 3.14830696e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.5             	U               	(2.53517670e-01 3.13493634e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.53517670e-01 3.13493634e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.55            	U               	(2.54170288e-01 3.12159872e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.54170288e-01 3.12159872e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.6             	U               	(2.54819232e-01 3.10829445e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.54819232e-01 3.10829445e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.65            	U               	(2.55464527e-01 3.09502392e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.55464527e-01 3.09502392e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.7             	U               	(2.56106196e-01 3.08178752e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.56106196e-01 3.08178752e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.75            	U               	(2.56744265e-01 3.06858564e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.56744265e-01 3.06858564e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.8             	U               	(2.57378757e-01 3.05541866e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.57378757e-01 3.05541866e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.85            	U               	(2.58009694e-01 3.04228695e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.58009694e-01 3.04228695e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.9             	U               	(2.58637102e-01 3.02919086e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.58637102e-01 3.02919086e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
8.95            	U               	(2.59261002e-01 3.01613073e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.59261002e-01 3.01613073e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9               	U               	(2.59881418e-01 3.00310691e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.59881418e-01 3.00310691e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.05            	U               	(2.60498373e-01 2.99011972e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.60498373e-01 2.99011972e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.1             	U               	(2.61111889e-01 2.97716947e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.61111889e-01 2.97716947e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.15            	U               	(2.61721988e-01 2.96425646e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.61721988e-01 2.96425646e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.2             	U               	(2.62328692e-01 2.95138100e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.62328692e-01 2.95138100e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.25            	U               	(2.62932025e-01 2.93854337e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.62932025e-01 2.93854337e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.3             	U               	(2.63532006e-01 2.92574383e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.63532006e-01 2.92574383e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.35            	U               	(2.64128658e-01 2.91298266e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.64128658e-01 2.91298266e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.4             	U               	(2.64722003e-01 2.90026011e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.64722003e-01 2.90026011e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.45            	U               	(2.65312063e-01 2.88757654e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.65312063e-01 2.88757654e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.5             	U               	(2.65898855e-01 2.87493220e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.65898855e-01 2.87493220e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.55            	U               	(2.66482400e-01 2.86232677e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.66482400e-01 2.86232677e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.6             	U               	(2.67062722e-01 2.84976059e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.67062722e-01 2.84976059e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.65            	U               	(2.67639840e-01 2.83723425e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.67639840e-01 2.83723425e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.7             	U               	(2.68213776e-01 2.82474800e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.68213776e-01 2.82474800e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
9.75            	U               	(2.68784553e-01 2.81230213e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(2.68784553e-01 2.81230213e-04 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.52300000e+00	(0.00000000e+00 -4.50000000e-01 5.00000000e-02)
