0 0 0 0.1183 1 0 9 -0.5 0
0.0053066 -1.3509e-09 0 0.1183 1 0.00099999 9 -0.499 0
0.010613 -2.7019e-09 0 0.1183 1 0.002 9 -0.498 0
0.01592 -4.0528e-09 0 0.1183 1 0.003 9 -0.497 0
0.021227 -5.4038e-09 0 0.1183 1 0.004 9 -0.496 0
0.026533 -6.7547e-09 0 0.1183 1 0.005 9 -0.495 0
0.03184 -8.1057e-09 0 0.1183 1 0.006 9 -0.494 0
0.037147 -9.4566e-09 0 0.1183 1 0.007 9 -0.493 0
0.042453 -1.0808e-08 0 0.1183 1 0.008 9 -0.492 0
0.04776 -1.2159e-08 0 0.1183 1 0.009 9 -0.491 0
0.053067 -1.3509e-08 0 0.1183 1 0.01 9 -0.49 0
0.058373 -1.486e-08 0 0.1183 1 0.011 9 -0.489 0
0.06368 -1.6211e-08 0 0.1183 1 0.012 9 -0.488 0
0.068987 -1.7562e-08 0 0.1183 1 0.013 9 -0.487 0
0.074293 -1.8913e-08 0 0.1183 1 0.014 9 -0.486 0
0.0796 -2.0264e-08 0 0.1183 1 0.015 9 -0.485 0
0.084907 -2.1615e-08 0 0.1183 1 0.016 9 -0.484 0
0.090213 -2.2966e-08 0 0.1183 1 0.017 9 -0.483 0
0.09552 -2.4317e-08 0 0.1183 1 0.018 9 -0.482 0
0.10083 -2.5668e-08 0 0.1183 1 0.019 9 -0.481 0
0.10613 -2.7019e-08 0 0.1183 1 0.02 9 -0.48 0
0.11144 -2.837e-08 0 0.1183 1 0.021 9 -0.479 0
0.11675 -2.9721e-08 0 0.1183 1 0.022 9 -0.478 0
0.12205 -3.1072e-08 0 0.1183 1 0.023 9 -0.477 0
0.12736 -3.2423e-08 0 0.1183 1 0.024 9 -0.476 0
0.13267 -3.3774e-08 0 0.1183 1 0.025 9 -0.475 0
0.13797 -3.5125e-08 0 0.1183 1 0.026 9 -0.474 0
0.14328 -3.6476e-08 0 0.1183 1 0.027 9 -0.473 0
0.14859 -3.7826e-08 0 0.1183 1 0.028 9 -0.472 0
0.15389 -3.9177e-08 0 0.1183 1 0.029 9 -0.471 0
0.1592 -4.0528e-08 0 0.1183 1 0.03 9 -0.47 0
0.16451 -4.1879e-08 0 0.1183 1 0.031 9 -0.469 0
0.16981 -4.323e-08 0 0.1183 1 0.032 9 -0.468 0
0.17512 -4.4581e-08 0 0.1183 1 0.033 9 -0.467 0
0.18043 -4.5932e-08 0 0.1183 1 0.034 9 -0.466 0
0.18573 -4.7283e-08 0 0.1183 1 0.035 9 -0.465 0
0.19104 -4.8634e-08 0 0.1183 1 0.036 9 -0.464 0
0.19635 -4.9985e-08 0 0.1183 1 0.037 9 -0.463 0
