0.05 	0.99995388 	-0.0035944823 	0
0.15 	1.0140006 	-0.0095669618 	0
0.25 	1.0391252 	-0.012868147 	0
0.35 	1.0682249 	-0.014559237 	0
0.45 	1.0987449 	-0.015147454 	0
0.55 	1.1293714 	-0.014873898 	0
0.65 	1.158664 	-0.014054172 	0
0.75 	1.185715 	-0.012960603 	0
0.85 	1.2102173 	-0.011777812 	0
0.95 	1.2321785 	-0.010624559 	0
1.05 	1.2517646 	-0.0095680679 	0
1.15 	1.2692272 	-0.0086360403 	0
1.25 	1.2848439 	-0.007830643 	0
1.35 	1.2988788 	-0.0071400853 	0
1.45 	1.3115636 	-0.0065468632 	0
1.55 	1.3230929 	-0.0060328466 	0
1.65 	1.3336258 	-0.0055818832 	0
1.75 	1.3432905 	-0.005180782 	0
1.85 	1.3521902 	-0.0048193694 	0
1.95 	1.3604082 	-0.0044900937 	0
2.05 	1.3680126 	-0.0041874792 	0
2.15 	1.3750606 	-0.0039075924 	0
2.25 	1.3816005 	-0.0036475959 	0
2.35 	1.3876743 	-0.0034054061 	0
2.45 	1.3933189 	-0.0031794414 	0
2.55 	1.3985674 	-0.0029684432 	0
2.65 	1.4034494 	-0.0027713521 	0
2.75 	1.4079918 	-0.0025872302 	0
2.85 	1.4122195 	-0.0024152219 	0
2.95 	1.4161552 	-0.0022545388 	0
3.05 	1.4198201 	-0.0021044555 	0
3.15 	1.4232335 	-0.0019643034 	0
3.25 	1.4264133 	-0.0018334593 	0
3.35 	1.4293761 	-0.0017113335 	0
3.45 	1.4321369 	-0.0015973608 	0
3.55 	1.4347099 	-0.0014909999 	0
3.65 	1.4371083 	-0.0013917373 	0
3.75 	1.4393441 	-0.0012990926 	0
3.85 	1.4414287 	-0.0012126213 	0
3.95 	1.4433727 	-0.0011319129 	0
4.05 	1.4451857 	-0.0010565877 	0
4.15 	1.4468767 	-0.00098629066 	0
4.25 	1.4484541 	-0.00092068943 	0
4.35 	1.4499257 	-0.00085947051 	0
4.45 	1.4512986 	-0.00080234002 	0
4.55 	1.4525795 	-0.00074902262 	0
4.65 	1.4537748 	-0.00069926257 	0
4.75 	1.4548902 	-0.00065282354 	0
4.85 	1.4559311 	-0.00060948832 	0
4.95 	1.4569026 	-0.00056905932 	0
5.05 	1.4578094 	-0.00053135517 	0
5.15 	1.4586559 	-0.00049621093 	0
5.25 	1.4594462 	-0.00046346996 	0
5.35 	1.4601843 	-0.00043298227 	0
5.45 	1.4608738 	-0.00040459363 	0
5.55 	1.461518 	-0.00037814171 	0
5.65 	1.4621201 	-0.00035344915 	0
5.75 	1.4626828 	-0.00033031874 	0
5.85 	1.4632087 	-0.00030854035 	0
5.95 	1.4636998 	-0.00028788506 	0
6.05 	1.4641578 	-0.00026813302 	0
6.15 	1.4645842 	-0.0002490612 	0
6.25 	1.46498 	-0.00023049235 	0
6.35 	1.4653459 	-0.00021226609 	0
6.45 	1.4656822 	-0.00019430449 	0
6.55 	1.4659897 	-0.0001765544 	0
6.65 	1.4662683 	-0.00015906662 	0
6.75 	1.4665188 	-0.0001418985 	0
6.85 	1.4667414 	-0.00012521369 	0
6.95 	1.4669374 	-0.00010913548 	0
7.05 	1.4671071 	-9.3888343e-05 	0
7.15 	1.467253 	-7.9586907e-05 	0
7.25 	1.4673754 	-6.6456491e-05 	0
7.35 	1.4674779 	-5.4527031e-05 	0
7.45 	1.4675604 	-4.3989345e-05 	0
7.55 	1.4676278 	-3.4732918e-05 	0
7.65 	1.4676791 	-2.6923737e-05 	0
7.75 	1.4677204 	-2.0276918e-05 	0
7.85 	1.467749 	-1.4994122e-05 	0
7.95 	1.4677725 	-1.0585376e-05 	0
8.05 	1.4677857 	-7.3978972e-06 	0
8.15 	1.4677987 	-4.6751763e-06 	0
8.25 	1.467802 	-3.0747028e-06 	0
8.35 	1.4678101 	-1.4374514e-06 	0
8.45 	1.4678069 	-9.7594706e-07 	0
8.55 	1.4678142 	1.3675001e-07 	0
8.65 	1.4678062 	-2.4686259e-07 	0
8.75 	1.4678158 	8.3390304e-07 	0
8.85 	1.4678027 	-3.0425353e-07 	0
8.95 	1.4678179 	1.1854922e-06 	0
9.05 	1.4677975 	-8.3556058e-07 	0
9.15 	1.4678223 	1.4667039e-06 	0
9.25 	1.4677908 	-1.7664846e-06 	0
9.35 	1.467831 	1.6081258e-06 	0
9.45 	1.4677821 	-3.2954269e-06 	0
9.55 	1.4678479 	6.6585622e-07 	0
9.65 	1.467773 	-6.4426063e-06 	0
9.75 	1.4678826 	-5.5773728e-06 	0
9.85 	1.4677707 	-1.6145918e-05 	0
9.95 	1.4679355 	-3.1581835e-05 	0
