# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
6.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67556068e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.6             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67553858e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.65            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67551844e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
6.7             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67550019e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.75            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67548364e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
6.8             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67546879e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
6.85            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67545545e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.9             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67544358e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
6.95            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
6.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67543309e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7               	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67542383e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
7.05            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67541585e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
7.1             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67540892e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.15            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67540309e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
7.2             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67539824e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.25            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67539427e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
7.3             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67539123e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.35            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67538890e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.4             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67538740e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
7.45            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67538653e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.5             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67538631e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
7.55            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67538673e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.6             	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67538760e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.65            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67538909e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
7.7             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67539095e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.75            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67539327e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
7.8             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67539599e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.85            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67539900e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.9             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67540242e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
7.95            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
7.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67540603e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8               	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67540997e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
8.05            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67541410e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.1             	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67541841e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.15            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67542295e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
8.2             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67542757e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.25            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67543237e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
8.3             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67543724e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.35            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67544220e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.4             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67544722e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
8.45            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67545227e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.5             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67545737e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
8.55            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67546246e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.6             	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67546756e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.65            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67547262e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
8.7             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67547765e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.75            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67547765e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.8             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67549275e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
8.85            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.85            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67549283e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
8.9             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.9             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67549283e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
8.95            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
8.95            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67550543e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9               	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9               	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67550654e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
9.05            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.05            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67550654e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
9.1             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.1             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67552004e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.15            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.15            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67552009e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.2             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.2             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67552009e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.25            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.25            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67553076e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
9.3             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.3             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67553076e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
9.35            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.35            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67553524e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.4             	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.4             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67553921e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.45            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.45            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67553921e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.5             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.5             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67555004e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
9.55            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.55            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67554970e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.6             	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.6             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67554970e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.65            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.65            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67555691e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.7             	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.7             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67555788e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
9.75            	U               	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219127e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.75            	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67555788e+00	(5.00000000e-02 4.50000000e-01 5.00000000e-02)
9.8             	U               	(9.18908392e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908392e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.8             	p               	0.00000000e+00	(1.00000000e+01 -4.50000000e-01 5.00000000e-02)	1.67556659e+00	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
9.85            	U               	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)	(9.18908391e-01 3.58219126e-02 0.00000000e+00)	(5.00000000e-02 -4.50000000e-01 5.00000000e-02)
