# Region type : patch outlet
# Faces         : 10
# Area          : 1.00000000e-01
# Scale factor  : 1.00000000e+00
# Time          	max(U)	max(p)
16.1            	(1.49817262e+00 6.39796618e-07 0.00000000e+00)	0.00000000e+00
16.15           	(1.50015520e+00 6.59732849e-07 0.00000000e+00)	0.00000000e+00
16.2            	(1.50212825e+00 6.79695093e-07 0.00000000e+00)	0.00000000e+00
16.25           	(1.50409180e+00 6.99671162e-07 0.00000000e+00)	0.00000000e+00
16.3            	(1.50604590e+00 7.19649475e-07 0.00000000e+00)	0.00000000e+00
16.35           	(1.50799060e+00 7.39619053e-07 0.00000000e+00)	0.00000000e+00
16.4            	(1.50992594e+00 7.59569624e-07 0.00000000e+00)	0.00000000e+00
16.45           	(1.51185199e+00 7.79491576e-07 0.00000000e+00)	0.00000000e+00
16.5            	(1.51376876e+00 7.99375944e-07 0.00000000e+00)	0.00000000e+00
16.55           	(1.51567633e+00 8.19214380e-07 0.00000000e+00)	0.00000000e+00
16.6            	(1.51757472e+00 8.38999134e-07 0.00000000e+00)	0.00000000e+00
16.65           	(1.51946400e+00 8.58723006e-07 0.00000000e+00)	0.00000000e+00
16.7            	(1.52134419e+00 8.78379289e-07 0.00000000e+00)	0.00000000e+00
16.75           	(1.52321535e+00 8.97961822e-07 0.00000000e+00)	0.00000000e+00
16.8            	(1.52507752e+00 9.17464946e-07 0.00000000e+00)	0.00000000e+00
16.85           	(1.52693075e+00 9.36883322e-07 0.00000000e+00)	0.00000000e+00
16.9            	(1.52877508e+00 9.56212150e-07 0.00000000e+00)	0.00000000e+00
16.95           	(1.53061056e+00 9.75447124e-07 0.00000000e+00)	0.00000000e+00
17              	(1.53243722e+00 9.94583861e-07 0.00000000e+00)	0.00000000e+00
17.05           	(1.53425512e+00 1.01361876e-06 0.00000000e+00)	0.00000000e+00
17.1            	(1.53606429e+00 1.03254829e-06 0.00000000e+00)	0.00000000e+00
17.15           	(1.53786479e+00 1.05136919e-06 0.00000000e+00)	0.00000000e+00
17.2            	(1.53965664e+00 1.07007847e-06 0.00000000e+00)	0.00000000e+00
17.25           	(1.54143990e+00 1.08867346e-06 0.00000000e+00)	0.00000000e+00
17.3            	(1.54321461e+00 1.10715155e-06 0.00000000e+00)	0.00000000e+00
17.35           	(1.54498081e+00 1.12551038e-06 0.00000000e+00)	0.00000000e+00
17.4            	(1.54673854e+00 1.14374776e-06 0.00000000e+00)	0.00000000e+00
17.45           	(1.54848785e+00 1.16186165e-06 0.00000000e+00)	0.00000000e+00
17.5            	(1.55022878e+00 1.17985008e-06 0.00000000e+00)	0.00000000e+00
17.55           	(1.55196136e+00 1.19771128e-06 0.00000000e+00)	0.00000000e+00
17.6            	(1.55368564e+00 1.21544358e-06 0.00000000e+00)	0.00000000e+00
17.65           	(1.55540166e+00 1.23304540e-06 0.00000000e+00)	0.00000000e+00
17.7            	(1.55710946e+00 1.25051533e-06 0.00000000e+00)	0.00000000e+00
17.75           	(1.55880908e+00 1.26785196e-06 0.00000000e+00)	0.00000000e+00
17.8            	(1.56050057e+00 1.28505399e-06 0.00000000e+00)	0.00000000e+00
17.85           	(1.56218396e+00 1.30212019e-06 0.00000000e+00)	0.00000000e+00
17.9            	(1.56385929e+00 1.31904937e-06 0.00000000e+00)	0.00000000e+00
17.95           	(1.56552660e+00 1.33584044e-06 0.00000000e+00)	0.00000000e+00
18              	(1.56718594e+00 1.35249243e-06 0.00000000e+00)	0.00000000e+00
18.05           	(1.56883733e+00 1.36900433e-06 0.00000000e+00)	0.00000000e+00
18.1            	(1.57048083e+00 1.38537519e-06 0.00000000e+00)	0.00000000e+00
18.15           	(1.57211646e+00 1.40160414e-06 0.00000000e+00)	0.00000000e+00
18.2            	(1.57374428e+00 1.41769039e-06 0.00000000e+00)	0.00000000e+00
18.25           	(1.57536431e+00 1.43363314e-06 0.00000000e+00)	0.00000000e+00
18.3            	(1.57697660e+00 1.44943166e-06 0.00000000e+00)	0.00000000e+00
18.35           	(1.57858118e+00 1.46508527e-06 0.00000000e+00)	0.00000000e+00
18.4            	(1.58017809e+00 1.48059330e-06 0.00000000e+00)	0.00000000e+00
18.45           	(1.58176737e+00 1.49595515e-06 0.00000000e+00)	0.00000000e+00
18.5            	(1.58334906e+00 1.51117027e-06 0.00000000e+00)	0.00000000e+00
18.55           	(1.58492320e+00 1.52623810e-06 0.00000000e+00)	0.00000000e+00
18.6            	(1.58648981e+00 1.54115817e-06 0.00000000e+00)	0.00000000e+00
18.65           	(1.58804894e+00 1.55593002e-06 0.00000000e+00)	0.00000000e+00
18.7            	(1.58960063e+00 1.57055323e-06 0.00000000e+00)	0.00000000e+00
18.75           	(1.59114492e+00 1.58502742e-06 0.00000000e+00)	0.00000000e+00
18.8            	(1.59268183e+00 1.59935225e-06 0.00000000e+00)	0.00000000e+00
18.85           	(1.59421140e+00 1.61352739e-06 0.00000000e+00)	0.00000000e+00
18.9            	(1.59573368e+00 1.62755257e-06 0.00000000e+00)	0.00000000e+00
18.95           	(1.59724869e+00 1.64142755e-06 0.00000000e+00)	0.00000000e+00
19              	(1.59875648e+00 1.65515211e-06 0.00000000e+00)	0.00000000e+00
19.05           	(1.60025707e+00 1.66872608e-06 0.00000000e+00)	0.00000000e+00
19.1            	(1.60175051e+00 1.68214931e-06 0.00000000e+00)	0.00000000e+00
19.15           	(1.60323683e+00 1.69542167e-06 0.00000000e+00)	0.00000000e+00
19.2            	(1.60471606e+00 1.70854309e-06 0.00000000e+00)	0.00000000e+00
19.25           	(1.60618824e+00 1.72151350e-06 0.00000000e+00)	0.00000000e+00
19.3            	(1.60765340e+00 1.73433288e-06 0.00000000e+00)	0.00000000e+00
19.35           	(1.60911158e+00 1.74700123e-06 0.00000000e+00)	0.00000000e+00
19.4            	(1.61056281e+00 1.75951857e-06 0.00000000e+00)	0.00000000e+00
19.45           	(1.61200713e+00 1.77188496e-06 0.00000000e+00)	0.00000000e+00
19.5            	(1.61344457e+00 1.78410048e-06 0.00000000e+00)	0.00000000e+00
19.55           	(1.61487516e+00 1.79616523e-06 0.00000000e+00)	0.00000000e+00
19.6            	(1.61629894e+00 1.80807936e-06 0.00000000e+00)	0.00000000e+00
19.65           	(1.61771594e+00 1.81984301e-06 0.00000000e+00)	0.00000000e+00
19.7            	(1.61912620e+00 1.83145636e-06 0.00000000e+00)	0.00000000e+00
19.75           	(1.62052974e+00 1.84291963e-06 0.00000000e+00)	0.00000000e+00
19.8            	(1.62192660e+00 1.85423303e-06 0.00000000e+00)	0.00000000e+00
19.85           	(1.62331681e+00 1.86539681e-06 0.00000000e+00)	0.00000000e+00
19.9            	(1.62470041e+00 1.87641125e-06 0.00000000e+00)	0.00000000e+00
19.95           	(1.62607743e+00 1.88727663e-06 0.00000000e+00)	0.00000000e+00
20              	(1.62744790e+00 1.89799326e-06 0.00000000e+00)	0.00000000e+00
