0 0 0 0.15263 1 0 9 -0.5 0
0.060016 9.8206e-08 0 0.15263 1 0.01 9 -0.49 0
0.12003 1.9641e-07 0 0.15263 1 0.02 9 -0.48 0
0.18005 2.9462e-07 0 0.15263 1 0.03 9 -0.47 0
0.24006 3.9282e-07 0 0.15263 1 0.04 9 -0.46 0
0.30008 4.9103e-07 0 0.15263 1 0.05 9 -0.45 0
0.36009 5.8923e-07 0 0.15263 1 0.06 9 -0.44 0
0.42011 6.8744e-07 0 0.15263 1 0.07 9 -0.43 0
0.48013 7.8565e-07 0 0.15263 1 0.08 9 -0.42 0
0.54014 8.8385e-07 0 0.15263 1 0.09 9 -0.41 0
0.60016 9.8206e-07 0 0.15263 1 0.1 9 -0.4 0
0.64576 1.1372e-06 0 0.15263 1 0.11 9 -0.39 0
0.69136 1.2924e-06 0 0.15263 1 0.12 9 -0.38 0
0.73697 1.4475e-06 0 0.15263 1 0.13 9 -0.37 0
0.78257 1.6027e-06 0 0.15263 1 0.14 9 -0.36 0
0.82817 1.7579e-06 0 0.15263 1 0.15 9 -0.35 0
0.87377 1.913e-06 0 0.15263 1 0.16 9 -0.34 0
0.91938 2.0682e-06 0 0.15263 1 0.17 9 -0.33 0
0.96498 2.2234e-06 0 0.15263 1 0.18 9 -0.32 0
1.0106 2.3785e-06 0 0.15263 1 0.19 9 -0.31 0
1.0562 2.5337e-06 0 0.15263 1 0.2 9 -0.3 0
1.0881 2.6367e-06 0 0.15263 1 0.21 9 -0.29 0
1.1201 2.7397e-06 0 0.15263 1 0.22 9 -0.28 0
1.152 2.8427e-06 0 0.15263 1 0.23 9 -0.27 0
1.184 2.9457e-06 0 0.15263 1 0.24 9 -0.26 0
1.216 3.0487e-06 0 0.15263 1 0.25 9 -0.25 0
1.2479 3.1517e-06 0 0.15263 1 0.26 9 -0.24 0
1.2799 3.2547e-06 0 0.15263 1 0.27 9 -0.23 0
1.3118 3.3577e-06 0 0.15263 1 0.28 9 -0.22 0
1.3438 3.4607e-06 0 0.15263 1 0.29 9 -0.21 0
1.3757 3.5636e-06 0 0.15263 1 0.3 9 -0.2 0
1.3946 3.4738e-06 0 0.15263 1 0.31 9 -0.19 0
1.4135 3.3839e-06 0 0.15263 1 0.32 9 -0.18 0
1.4325 3.294e-06 0 0.15263 1 0.33 9 -0.17 0
1.4514 3.2041e-06 0 0.15263 1 0.34 9 -0.16 0
1.4703 3.1142e-06 0 0.15263 1 0.35 9 -0.15 0
1.4892 3.0243e-06 0 0.15263 1 0.36 9 -0.14 0
1.5081 2.9345e-06 0 0.15263 1 0.37 9 -0.13 0
1.527 2.8446e-06 0 0.15263 1 0.38 9 -0.12 0
1.5459 2.7547e-06 0 0.15263 1 0.39 9 -0.11 0
1.5648 2.6648e-06 0 0.15263 1 0.4 9 -0.1 0
1.5711 2.3982e-06 0 0.15263 1 0.41 9 -0.09 0
1.5774 2.1316e-06 0 0.15263 1 0.42 9 -0.08 0
1.5836 1.865e-06 0 0.15263 1 0.43 9 -0.07 0
1.5899 1.5984e-06 0 0.15263 1 0.44 9 -0.06 0
1.5961 1.3318e-06 0 0.15263 1 0.45 9 -0.05 0
1.6024 1.0652e-06 0 0.15263 1 0.46 9 -0.04 0
1.6087 7.9861e-07 0 0.15263 1 0.47 9 -0.03 0
1.6149 5.3201e-07 0 0.15263 1 0.48 9 -0.02 0
1.6212 2.6542e-07 0 0.15263 1 0.49 9 -0.01 0
1.6274 -1.1826e-09 0 0.15263 1 0.5 9 0 0
1.6212 -2.6776e-07 0 0.15263 1 0.51 9 0.01 0
1.6149 -5.3433e-07 0 0.15263 1 0.52 9 0.02 0
1.6087 -8.0091e-07 0 0.15263 1 0.53 9 0.03 0
1.6024 -1.0675e-06 0 0.15263 1 0.54 9 0.04 0
1.5961 -1.3341e-06 0 0.15263 1 0.55 9 0.05 0
1.5899 -1.6006e-06 0 0.15263 1 0.56 9 0.06 0
1.5836 -1.8672e-06 0 0.15263 1 0.57 9 0.07 0
1.5774 -2.1338e-06 0 0.15263 1 0.58 9 0.08 0
1.5711 -2.4004e-06 0 0.15263 1 0.59 9 0.09 0
1.5648 -2.6669e-06 0 0.15263 1 0.6 9 0.1 0
1.5459 -2.7568e-06 0 0.15263 1 0.61 9 0.11 0
1.527 -2.8466e-06 0 0.15263 1 0.62 9 0.12 0
1.5081 -2.9364e-06 0 0.15263 1 0.63 9 0.13 0
1.4892 -3.0262e-06 0 0.15263 1 0.64 9 0.14 0
1.4703 -3.1161e-06 0 0.15263 1 0.65 9 0.15 0
1.4514 -3.2059e-06 0 0.15263 1 0.66 9 0.16 0
1.4325 -3.2957e-06 0 0.15263 1 0.67 9 0.17 0
1.4135 -3.3856e-06 0 0.15263 1 0.68 9 0.18 0
1.3946 -3.4754e-06 0 0.15263 1 0.69 9 0.19 0
1.3757 -3.5652e-06 0 0.15263 1 0.7 9 0.2 0
1.3438 -3.4621e-06 0 0.15263 1 0.71 9 0.21 0
1.3118 -3.3591e-06 0 0.15263 1 0.72 9 0.22 0
1.2799 -3.256e-06 0 0.15263 1 0.73 9 0.23 0
1.2479 -3.1529e-06 0 0.15263 1 0.74 9 0.24 0
1.216 -3.0499e-06 0 0.15263 1 0.75 9 0.25 0
1.184 -2.9468e-06 0 0.15263 1 0.76 9 0.26 0
1.152 -2.8437e-06 0 0.15263 1 0.77 9 0.27 0
1.1201 -2.7407e-06 0 0.15263 1 0.78 9 0.28 0
1.0881 -2.6376e-06 0 0.15263 1 0.79 9 0.29 0
1.0562 -2.5346e-06 0 0.15263 1 0.8 9 0.3 0
1.0106 -2.3793e-06 0 0.15263 1 0.81 9 0.31 0
0.96498 -2.2241e-06 0 0.15263 1 0.82 9 0.32 0
0.91938 -2.0689e-06 0 0.15263 1 0.83 9 0.33 0
0.87377 -1.9137e-06 0 0.15263 1 0.84 9 0.34 0
0.82817 -1.7585e-06 0 0.15263 1 0.85 9 0.35 0
0.78257 -1.6032e-06 0 0.15263 1 0.86 9 0.36 0
0.73697 -1.448e-06 0 0.15263 1 0.87 9 0.37 0
0.69136 -1.2928e-06 0 0.15263 1 0.88 9 0.38 0
0.64576 -1.1376e-06 0 0.15263 1 0.89 9 0.39 0
0.60016 -9.8237e-07 0 0.15263 1 0.9 9 0.4 0
0.54014 -8.8413e-07 0 0.15263 1 0.91 9 0.41 0
0.48013 -7.8589e-07 0 0.15263 1 0.92 9 0.42 0
0.42011 -6.8766e-07 0 0.15263 1 0.93 9 0.43 0
0.36009 -5.8942e-07 0 0.15263 1 0.94 9 0.44 0
0.30008 -4.9118e-07 0 0.15263 1 0.95 9 0.45 0
0.24006 -3.9295e-07 0 0.15263 1 0.96 9 0.46 0
0.18005 -2.9471e-07 0 0.15263 1 0.97 9 0.47 0
0.12003 -1.9647e-07 0 0.15263 1 0.98 9 0.48 0
0.060016 -9.8237e-08 0 0.15263 1 0.99 9 0.49 0
0 0 0 0.15263 1 1 9 0.5 0
