# Region type : patch inlet
# Faces         : 10
# Area          : 1.00000000e-01
# Scale factor  : 1.00000000e+00
# Weight field  : p
# Time          	weightedAverage(phi)	weightedAverage(U)	weightedAverage(p)
0.05            	-7.24663230e-05	(7.76011242e-03 -3.72732516e-11 0.00000000e+00)	1.53520000e+00
0.1             	-1.46914861e-04	(1.46914861e-02 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.15            	-2.19779170e-04	(2.19779170e-02 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.2             	-2.91516722e-04	(2.91516722e-02 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.25            	-3.62249130e-04	(3.62249130e-02 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.3             	-4.32014789e-04	(4.32014789e-02 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.35            	-5.00911423e-04	(5.00911423e-02 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.4             	-5.68972981e-04	(5.68972981e-02 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.45            	-6.36257222e-04	(6.36257222e-02 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.5             	-7.02805501e-04	(7.02805501e-02 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.55            	-7.68646243e-04	(7.68646243e-02 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.6             	-8.33817680e-04	(8.33817680e-02 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.65            	-8.98356287e-04	(8.98356287e-02 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.7             	-9.62291204e-04	(9.62291204e-02 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.75            	-1.02564592e-03	(1.02564592e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.8             	-1.08844127e-03	(1.08844127e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.85            	-1.15069947e-03	(1.15069947e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.9             	-1.21245305e-03	(1.21245305e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
0.95            	-1.27368137e-03	(1.27368137e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1               	-1.33443387e-03	(1.33443387e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.05            	-1.39469617e-03	(1.39469617e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.1             	-1.45452405e-03	(1.45452405e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.15            	-1.51388376e-03	(1.51388376e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.2             	-1.57280972e-03	(1.57280972e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.25            	-1.63133306e-03	(1.63133306e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.3             	-1.68941853e-03	(1.68941853e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.35            	-1.74709875e-03	(1.74709875e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.4             	-1.80440441e-03	(1.80440441e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.45            	-1.86129819e-03	(1.86129819e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.5             	-1.91781305e-03	(1.91781305e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.55            	-1.97397481e-03	(1.97397481e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.6             	-2.02974670e-03	(2.02974670e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.65            	-2.08516111e-03	(2.08516111e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.7             	-2.14024055e-03	(2.14024055e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.75            	-2.19494887e-03	(2.19494887e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.8             	-2.24931849e-03	(2.24931849e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.85            	-2.30336809e-03	(2.30336809e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.9             	-2.35706292e-03	(2.35706292e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
1.95            	-2.41043537e-03	(2.41043537e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2               	-2.46350043e-03	(2.46350043e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.05            	-2.51622519e-03	(2.51622519e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.1             	-2.56864201e-03	(2.56864201e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.15            	-2.62076222e-03	(2.62076222e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.2             	-2.67255509e-03	(2.67255509e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.25            	-2.72405287e-03	(2.72405287e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.3             	-2.77525550e-03	(2.77525550e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.35            	-2.82615838e-03	(2.82615838e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.4             	-2.87676988e-03	(2.87676988e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.45            	-2.92709288e-03	(2.92709288e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.5             	-2.97712971e-03	(2.97712971e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.55            	-3.02688357e-03	(3.02688357e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.6             	-3.07635743e-03	(3.07635743e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.65            	-3.12555411e-03	(3.12555411e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.7             	-3.17447641e-03	(3.17447641e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.75            	-3.22312702e-03	(3.22312702e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.8             	-3.27150856e-03	(3.27150856e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.85            	-3.31962356e-03	(3.31962356e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.9             	-3.36747451e-03	(3.36747451e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
2.95            	-3.41506381e-03	(3.41506381e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3               	-3.46239380e-03	(3.46239380e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.05            	-3.50946677e-03	(3.50946677e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.1             	-3.55628495e-03	(3.55628495e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.15            	-3.60285052e-03	(3.60285052e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.2             	-3.64916559e-03	(3.64916559e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.25            	-3.69523224e-03	(3.69523224e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.3             	-3.74105249e-03	(3.74105249e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.35            	-3.78662833e-03	(3.78662833e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.4             	-3.83196170e-03	(3.83196170e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.45            	-3.87705448e-03	(3.87705448e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.5             	-3.92190854e-03	(3.92190854e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.55            	-3.96652569e-03	(3.96652569e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.6             	-4.01090773e-03	(4.01090773e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.65            	-4.05505638e-03	(4.05505638e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.7             	-4.09897338e-03	(4.09897338e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.75            	-4.14266039e-03	(4.14266039e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.8             	-4.18611907e-03	(4.18611907e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.85            	-4.22935104e-03	(4.22935104e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.9             	-4.27235790e-03	(4.27235790e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
3.95            	-4.31514120e-03	(4.31514120e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4               	-4.35770248e-03	(4.35770248e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.05            	-4.40004327e-03	(4.40004327e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.1             	-4.44216504e-03	(4.44216504e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.15            	-4.48406925e-03	(4.48406925e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.2             	-4.52575736e-03	(4.52575736e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.25            	-4.56723078e-03	(4.56723078e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.3             	-4.60849092e-03	(4.60849092e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.35            	-4.64953913e-03	(4.64953913e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.4             	-4.69037680e-03	(4.69037680e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.45            	-4.73100524e-03	(4.73100524e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.5             	-4.77142580e-03	(4.77142580e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.55            	-4.81163975e-03	(4.81163975e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.6             	-4.85164840e-03	(4.85164840e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.65            	-4.89145301e-03	(4.89145301e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.7             	-4.93105483e-03	(4.93105483e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.75            	-4.97045509e-03	(4.97045509e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.8             	-5.00965503e-03	(5.00965503e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.85            	-5.04865584e-03	(5.04865584e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.9             	-5.08745872e-03	(5.08745872e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
4.95            	-5.12606484e-03	(5.12606484e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5               	-5.16447538e-03	(5.16447538e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.05            	-5.20269146e-03	(5.20269146e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.1             	-5.24071426e-03	(5.24071426e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.15            	-5.27854488e-03	(5.27854488e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.2             	-5.31618445e-03	(5.31618445e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.25            	-5.35363406e-03	(5.35363406e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.3             	-5.39089481e-03	(5.39089481e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.35            	-5.42796777e-03	(5.42796777e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.4             	-5.46485402e-03	(5.46485402e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.45            	-5.50155463e-03	(5.50155463e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.5             	-5.53807062e-03	(5.53807062e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.55            	-5.57440305e-03	(5.57440305e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.6             	-5.61055295e-03	(5.61055295e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.65            	-5.64652134e-03	(5.64652134e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.7             	-5.68230921e-03	(5.68230921e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.75            	-5.71791759e-03	(5.71791759e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.8             	-5.75334745e-03	(5.75334745e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.85            	-5.78859980e-03	(5.78859980e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.9             	-5.82367560e-03	(5.82367560e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
5.95            	-5.85857583e-03	(5.85857583e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6               	-5.89330143e-03	(5.89330143e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.05            	-5.92785337e-03	(5.92785337e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.1             	-5.96223259e-03	(5.96223259e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.15            	-5.99644003e-03	(5.99644003e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.2             	-6.03047661e-03	(6.03047661e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.25            	-6.06434327e-03	(6.06434327e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.3             	-6.09804092e-03	(6.09804092e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.35            	-6.13157046e-03	(6.13157046e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.4             	-6.16493280e-03	(6.16493280e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.45            	-6.19812882e-03	(6.19812882e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.5             	-6.23115943e-03	(6.23115943e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.55            	-6.26402549e-03	(6.26402549e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.6             	-6.29672790e-03	(6.29672790e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.65            	-6.32926751e-03	(6.32926751e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
6.7             	-6.36164520e-03	(6.36164520e-01 0.00000000e+00 0.00000000e+00)	1.53520000e+00
