# Region type : patch outlet
# Faces         : 10
# Area          : 1.00000000e-01
# Scale factor  : 1.00000000e+00
# Time          	max(U)	max(p)
97              	(1.46620181e+00 1.09193083e-04 0.00000000e+00)	0.00000000e+00
98              	(1.46639787e+00 1.04304813e-04 0.00000000e+00)	0.00000000e+00
99              	(1.46658516e+00 9.96356499e-05 0.00000000e+00)	0.00000000e+00
100             	(1.46676407e+00 9.51755686e-05 0.00000000e+00)	0.00000000e+00
101             	(1.46693498e+00 9.09150360e-05 0.00000000e+00)	0.00000000e+00
102             	(1.46709825e+00 8.68448589e-05 0.00000000e+00)	0.00000000e+00
103             	(1.46725421e+00 8.29561560e-05 0.00000000e+00)	0.00000000e+00
104             	(1.46740320e+00 7.92403560e-05 0.00000000e+00)	0.00000000e+00
105             	(1.46754553e+00 7.56892064e-05 0.00000000e+00)	0.00000000e+00
106             	(1.46768150e+00 7.22948105e-05 0.00000000e+00)	0.00000000e+00
107             	(1.46781139e+00 6.90495778e-05 0.00000000e+00)	0.00000000e+00
108             	(1.46793548e+00 6.59462820e-05 0.00000000e+00)	0.00000000e+00
