# Region type : patch inlet
# Faces         : 10
# Area          : 1.00000000e-01
# Scale factor  : 1.00000000e+00
# Weight field  : p
# Time          	weightedAverage(phi)	weightedAverage(U)	weightedAverage(p)
1.8             	-2.23145424e-03	(2.23145424e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
1.85            	-2.28507485e-03	(2.28507485e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
1.9             	-2.33834372e-03	(2.33834372e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
1.95            	-2.39129269e-03	(2.39129269e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2               	-2.44393668e-03	(2.44393668e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.05            	-2.49624325e-03	(2.49624325e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.1             	-2.54824425e-03	(2.54824425e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.15            	-2.59994230e-03	(2.59994230e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.2             	-2.65133243e-03	(2.65133243e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.25            	-2.70242284e-03	(2.70242284e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.3             	-2.75321711e-03	(2.75321711e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.35            	-2.80371787e-03	(2.80371787e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.4             	-2.85392855e-03	(2.85392855e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.45            	-2.90385240e-03	(2.90385240e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.5             	-2.95349252e-03	(2.95349252e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.55            	-3.00285195e-03	(3.00285195e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.6             	-3.05193361e-03	(3.05193361e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.65            	-3.10074035e-03	(3.10074035e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.7             	-3.14927491e-03	(3.14927491e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.75            	-3.19753997e-03	(3.19753997e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.8             	-3.24553811e-03	(3.24553811e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.85            	-3.29327187e-03	(3.29327187e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.9             	-3.34074370e-03	(3.34074370e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
2.95            	-3.38795598e-03	(3.38795598e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3               	-3.43491105e-03	(3.43491105e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.05            	-3.48161116e-03	(3.48161116e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.1             	-3.52805854e-03	(3.52805854e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.15            	-3.57425533e-03	(3.57425533e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.2             	-3.62020365e-03	(3.62020365e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.25            	-3.66590556e-03	(3.66590556e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.3             	-3.71136305e-03	(3.71136305e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.35            	-3.75657810e-03	(3.75657810e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.4             	-3.80155263e-03	(3.80155263e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.45            	-3.84628851e-03	(3.84628851e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.5             	-3.89078761e-03	(3.89078761e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.55            	-3.93505170e-03	(3.93505170e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.6             	-3.97908257e-03	(3.97908257e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.65            	-4.02288195e-03	(4.02288195e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.7             	-4.06645154e-03	(4.06645154e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.75            	-4.10979300e-03	(4.10979300e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.8             	-4.15290798e-03	(4.15290798e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.85            	-4.19579808e-03	(4.19579808e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.9             	-4.23846488e-03	(4.23846488e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
3.95            	-4.28090993e-03	(4.28090993e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4               	-4.32313476e-03	(4.32313476e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.05            	-4.36514087e-03	(4.36514087e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.1             	-4.40692974e-03	(4.40692974e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.15            	-4.44850280e-03	(4.44850280e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.2             	-4.48986151e-03	(4.48986151e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.25            	-4.53100726e-03	(4.53100726e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.3             	-4.57194146e-03	(4.57194146e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.35            	-4.61266545e-03	(4.61266545e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.4             	-4.65318058e-03	(4.65318058e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.45            	-4.69348820e-03	(4.69348820e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.5             	-4.73358960e-03	(4.73358960e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.55            	-4.77348607e-03	(4.77348607e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.6             	-4.81317890e-03	(4.81317890e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.65            	-4.85266934e-03	(4.85266934e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.7             	-4.89195862e-03	(4.89195862e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.75            	-4.93104798e-03	(4.93104798e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.8             	-4.96993864e-03	(4.96993864e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.85            	-5.00863178e-03	(5.00863178e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.9             	-5.04712858e-03	(5.04712858e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
4.95            	-5.08543022e-03	(5.08543022e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5               	-5.12353786e-03	(5.12353786e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.05            	-5.16145263e-03	(5.16145263e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.1             	-5.19917566e-03	(5.19917566e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.15            	-5.23670807e-03	(5.23670807e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.2             	-5.27405097e-03	(5.27405097e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.25            	-5.31120546e-03	(5.31120546e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.3             	-5.34817261e-03	(5.34817261e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.35            	-5.38495349e-03	(5.38495349e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.4             	-5.42154917e-03	(5.42154917e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.45            	-5.45796070e-03	(5.45796070e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.5             	-5.49418912e-03	(5.49418912e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.55            	-5.53023545e-03	(5.53023545e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.6             	-5.56610073e-03	(5.56610073e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.65            	-5.60178597e-03	(5.60178597e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.7             	-5.63729215e-03	(5.63729215e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
5.75            	-5.67262029e-03	(5.67262029e-01 0.00000000e+00 0.00000000e+00)	1.52300000e+00
