0.05 	1.6180759 	-1.9927013e-05 	0
0.15 	1.6190562 	-0.00011836864 	0
0.25 	1.619375 	-0.00020589701 	0
0.35 	1.6195268 	-0.00024733489 	0
0.45 	1.6197984 	-0.00024827263 	0
0.55 	1.6202089 	-0.00023176119 	0
0.65 	1.6206647 	-0.00021498442 	0
0.75 	1.6210905 	-0.00020320303 	0
0.85 	1.6214651 	-0.00019454118 	0
0.95 	1.6218003 	-0.00018616839 	0
1.05 	1.6221125 	-0.000177006 	0
1.15 	1.6224101 	-0.00016743447 	0
1.25 	1.6226938 	-0.00015816603 	0
1.35 	1.6229623 	-0.00014958053 	0
1.45 	1.6232152 	-0.00014168461 	0
1.55 	1.623453 	-0.0001343298 	0
1.65 	1.6236771 	-0.00012738761 	0
1.75 	1.6238888 	-0.00012079706 	0
1.85 	1.6240889 	-0.0001145397 	0
1.95 	1.6242781 	-0.00010860553 	0
2.05 	1.6244569 	-0.00010297848 	0
2.15 	1.6246259 	-9.7637522e-05 	0
2.25 	1.6247857 	-9.256207e-05 	0
2.35 	1.6249367 	-8.7735247e-05 	0
2.45 	1.6250795 	-8.3143513e-05 	0
2.55 	1.6252144 	-7.8775698e-05 	0
2.65 	1.625342 	-7.4621366e-05 	0
2.75 	1.6254625 	-7.0670911e-05 	0
2.85 	1.6255765 	-6.6914861e-05 	0
2.95 	1.6256842 	-6.3344619e-05 	0
3.05 	1.625786 	-5.9951674e-05 	0
3.15 	1.6258821 	-5.6728352e-05 	0
3.25 	1.625973 	-5.3666873e-05 	0
3.35 	1.6260588 	-5.076022e-05 	0
3.45 	1.6261399 	-4.8001142e-05 	0
3.55 	1.6262165 	-4.5383156e-05 	0
3.65 	1.6262888 	-4.2899501e-05 	0
3.75 	1.6263571 	-4.0544201e-05 	0
3.85 	1.6264216 	-3.8310951e-05 	0
3.95 	1.6264825 	-3.6194247e-05 	0
4.05 	1.6265399 	-3.4188226e-05 	0
4.15 	1.6265942 	-3.2287846e-05 	0
4.25 	1.6266454 	-3.0487664e-05 	0
4.35 	1.6266937 	-2.8783067e-05 	0
4.45 	1.6267393 	-2.7169026e-05 	0
4.55 	1.6267823 	-2.5641353e-05 	0
4.65 	1.6268228 	-2.4195404e-05 	0
4.75 	1.6268611 	-2.282738e-05 	0
4.85 	1.6268972 	-2.153301e-05 	0
4.95 	1.6269312 	-2.0308873e-05 	0
5.05 	1.6269632 	-1.9151043e-05 	0
5.15 	1.6269935 	-1.8056435e-05 	0
5.25 	1.6270219 	-1.7021452e-05 	0
5.35 	1.6270488 	-1.6043336e-05 	0
5.45 	1.6270741 	-1.5118785e-05 	0
5.55 	1.6270979 	-1.4245327e-05 	0
5.65 	1.6271203 	-1.3419944e-05 	0
5.75 	1.6271415 	-1.2640441e-05 	0
5.85 	1.6271614 	-1.1904048e-05 	0
5.95 	1.6271801 	-1.1208811e-05 	0
6.05 	1.6271978 	-1.05522e-05 	0
6.15 	1.6272144 	-9.9324939e-06 	0
6.25 	1.62723 	-9.3473716e-06 	0
6.35 	1.6272447 	-8.7953096e-06 	0
6.45 	1.6272585 	-8.2741903e-06 	0
6.55 	1.6272715 	-7.7826806e-06 	0
6.65 	1.6272837 	-7.3188417e-06 	0
6.75 	1.6272952 	-6.8814975e-06 	0
6.85 	1.627306 	-6.4688838e-06 	0
6.95 	1.6273162 	-6.0799739e-06 	0
7.05 	1.6273257 	-5.7131612e-06 	0
7.15 	1.6273347 	-5.3675302e-06 	0
7.25 	1.6273431 	-5.0416395e-06 	0
7.35 	1.627351 	-4.7346665e-06 	0
7.45 	1.6273584 	-4.4453377e-06 	0
7.55 	1.6273654 	-4.1728645e-06 	0
7.65 	1.6273719 	-3.9161816e-06 	0
7.75 	1.6273781 	-3.6744773e-06 	0
7.85 	1.6273838 	-3.4469559e-06 	0
7.95 	1.6273892 	-3.2326494e-06 	0
8.05 	1.6273943 	-3.0311785e-06 	0
8.15 	1.627399 	-2.841223e-06 	0
8.25 	1.6274035 	-2.6630733e-06 	0
8.35 	1.6274077 	-2.4946715e-06 	0
8.45 	1.6274115 	-2.3374675e-06 	0
8.55 	1.6274152 	-2.1880151e-06 	0
8.65 	1.6274186 	-2.0497874e-06 	0
8.75 	1.6274218 	-1.9167596e-06 	0
8.85 	1.6274248 	-1.7959824e-06 	0
8.95 	1.6274276 	-1.6768148e-06 	0
9.05 	1.6274302 	-1.5725597e-06 	0
9.15 	1.6274327 	-1.4644686e-06 	0
9.25 	1.6274349 	-1.3765744e-06 	0
9.35 	1.6274372 	-1.2762943e-06 	0
9.45 	1.627439 	-1.2055977e-06 	0
9.55 	1.6274412 	-1.1091957e-06 	0
9.65 	1.6274425 	-1.0580629e-06 	0
9.75 	1.6274447 	-9.6139131e-07 	0
9.85 	1.6274454 	-9.3375317e-07 	0
9.95 	1.6274479 	-8.3315763e-07 	0
