"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
2.6,-0.3,0,1.0259,-8.1296e-07,0,-0.7223
2.7,-0.3,0,1.0259,-7.2832e-07,0,-0.71257
2.8,-0.3,0,1.0259,-5.9904e-07,0,-0.70284
2.9,-0.3,0,1.0259,-4.7226e-07,0,-0.69311
3,-0.3,0,1.0259,-3.6481e-07,0,-0.68338
3.1,-0.3,0,1.0259,-2.7974e-07,0,-0.67365
3.2,-0.3,0,1.0259,-2.1459e-07,0,-0.66392
3.3,-0.3,0,1.0259,-1.6525e-07,0,-0.65419
3.4,-0.3,0,1.0259,-1.2779e-07,0,-0.64446
3.5,-0.3,0,1.0259,-9.9007e-08,0,-0.63473
3.6,-0.3,0,1.0259,-7.6536e-08,0,-0.625
3.7,-0.3,0,1.0259,-5.8626e-08,0,-0.61527
3.8,-0.3,0,1.0259,-4.41e-08,0,-0.60554
3.9,-0.3,0,1.0259,-3.2184e-08,0,-0.59581
4,-0.3,0,1.0259,-2.2372e-08,0,-0.58608
4.1,-0.3,0,1.0259,-1.4272e-08,0,-0.57635
4.2,-0.3,0,1.0259,-7.6571e-09,0,-0.56662
4.3,-0.3,0,1.0259,-2.4048e-09,0,-0.55689
4.4,-0.3,0,1.0259,1.5598e-09,0,-0.54716
4.5,-0.3,0,1.0259,4.3528e-09,0,-0.53743
4.6,-0.3,0,1.0259,6.0526e-09,0,-0.5277
4.7,-0.3,0,1.0259,6.7207e-09,0,-0.51797
4.8,-0.3,0,1.0259,6.4485e-09,0,-0.50824
4.9,-0.3,0,1.0259,5.4055e-09,0,-0.49851
5,-0.3,0,1.0259,3.7591e-09,0,-0.48878
5.1,-0.3,0,1.0259,1.6452e-09,0,-0.47905
5.2,-0.3,0,1.0259,-7.7564e-10,0,-0.46932
5.3,-0.3,0,1.0259,-3.3222e-09,0,-0.45959
5.4,-0.3,0,1.0259,-5.8422e-09,0,-0.44986
5.5,-0.3,0,1.0259,-8.2844e-09,0,-0.44013
5.6,-0.3,0,1.0259,-1.0599e-08,0,-0.4304
5.7,-0.3,0,1.0259,-1.2769e-08,0,-0.42067
5.8,-0.3,0,1.0259,-1.4812e-08,0,-0.41094
5.9,-0.3,0,1.0259,-1.6863e-08,0,-0.40121
6,-0.3,0,1.0259,-1.9039e-08,0,-0.39148
6.1,-0.3,0,1.0259,-2.1478e-08,0,-0.38175
6.2,-0.3,0,1.0259,-2.4338e-08,0,-0.37202
6.3,-0.3,0,1.0259,-2.7891e-08,0,-0.36229
6.4,-0.3,0,1.0259,-3.2389e-08,0,-0.35256
6.5,-0.3,0,1.0259,-3.8133e-08,0,-0.34283
6.6,-0.3,0,1.0259,-4.5513e-08,0,-0.3331
6.7,-0.3,0,1.0259,-5.5137e-08,0,-0.32337
6.8,-0.3,0,1.0259,-6.7719e-08,0,-0.31364
6.9,-0.3,0,1.0259,-8.4193e-08,0,-0.30391
7,-0.3,0,1.0259,-1.0586e-07,0,-0.29418
7.1,-0.3,0,1.0259,-1.3462e-07,0,-0.28445
7.2,-0.3,0,1.0259,-1.733e-07,0,-0.27472
7.3,-0.3,0,1.0259,-2.2654e-07,0,-0.26499
7.4,-0.3,0,1.0259,-3.0149e-07,0,-0.25526
7.5,-0.3,0,1.0259,-4.1111e-07,0,-0.24553
7.6,-0.3,0,1.0259,-5.742e-07,0,-0.2358
7.7,-0.3,0,1.0259,-8.2733e-07,0,-0.22607
7.8,-0.3,0,1.0259,-1.2154e-06,0,-0.21634
7.9,-0.3,0,1.0259,-1.851e-06,0,-0.2066
8,-0.3,0,1.0259,-2.8044e-06,0,-0.19687
8.1,-0.3,0,1.0259,-4.4912e-06,0,-0.18714
8.2,-0.3,0,1.0259,-6.7514e-06,0,-0.17741
8.3,-0.3,0,1.0259,-1.1473e-05,0,-0.16768
8.4,-0.3,0,1.0259,-1.613e-05,0,-0.15795
8.5,-0.3,0,1.0259,-3.0385e-05,0,-0.14821
8.6,-0.3,0,1.0258,-3.651e-05,0,-0.13848
8.7,-0.3,0,1.026,-8.3143e-05,0,-0.12872
8.8,-0.3,0,1.0257,-7.5835e-05,0,-0.11901
8.9,-0.3,0,1.0263,-0.00022929,0,-0.10917
9,-0.3,0,1.0252,-0.00015172,0,-0.099552
9.1,-0.3,0,1.0271,-0.0005879,0,-0.089477
9.2,-0.3,0,1.0245,-0.00038815,0,-0.080009
9.3,-0.3,0,1.0276,-0.0012254,0,-0.069637
9.4,-0.3,0,1.0256,-0.0014171,0,-0.059775
9.5,-0.3,0,1.0237,-0.0019014,0,-0.049944
9.6,-0.3,0,1.033,-0.0043554,0,-0.037281
9.7,-0.3,0,1.0149,-0.0038183,0,-0.028716
9.8,-0.3,0,1.0298,-0.0065334,0,-0.013326
9.9,-0.3,0,1.0282,-0.010981,0,0.0026011
10,-0.3,0,0.99395,-0.011779,0,0
0,-0.2,0,1,0,0,-0.88089
0.1,-0.2,0,1.018,0.045709,0,-0.89704
0.2,-0.2,0,1.0524,0.080404,0,-0.91954
0.3,-0.2,0,1.077,0.097315,0,-0.91863
0.4,-0.2,0,1.0919,0.099261,0,-0.89807
0.5,-0.2,0,1.1034,0.089237,0,-0.8743
0.6,-0.2,0,1.1156,0.072123,0,-0.85922
0.7,-0.2,0,1.1278,0.053263,0,-0.85414
0.8,-0.2,0,1.1383,0.036476,0,-0.85461
0.9,-0.2,0,1.146,0.023466,0,-0.8561
1,-0.2,0,1.151,0.014332,0,-0.85606
1.1,-0.2,0,1.1539,0.0083801,0,-0.85368
1.2,-0.2,0,1.1555,0.004723,0,-0.84912
1.3,-0.2,0,1.1563,0.0025801,0,-0.84284
1.4,-0.2,0,1.1566,0.0013727,0,-0.83535
1.5,-0.2,0,1.1568,0.00071406,0,-0.82703
1.6,-0.2,0,1.1568,0.0003643,0,-0.81818
1.7,-0.2,0,1.1568,0.00018259,0,-0.809
1.8,-0.2,0,1.1568,8.9822e-05,0,-0.79961
1.9,-0.2,0,1.1568,4.3151e-05,0,-0.79009
2,-0.2,0,1.1568,1.9985e-05,0,-0.78048
2.1,-0.2,0,1.1568,8.6708e-06,0,-0.77083
2.2,-0.2,0,1.1568,3.2792e-06,0,-0.76115
2.3,-0.2,0,1.1567,8.2117e-07,0,-0.75145
2.4,-0.2,0,1.1567,-2.0528e-07,0,-0.74173
2.5,-0.2,0,1.1567,-5.5265e-07,0,-0.73201
2.6,-0.2,0,1.1567,-5.9584e-07,0,-0.72229
2.7,-0.2,0,1.1567,-5.1843e-07,0,-0.71256
2.8,-0.2,0,1.1567,-4.0699e-07,0,-0.70284
2.9,-0.2,0,1.1567,-2.9922e-07,0,-0.69311
3,-0.2,0,1.1567,-2.0882e-07,0,-0.68338
3.1,-0.2,0,1.1567,-1.3835e-07,0,-0.67365
3.2,-0.2,0,1.1567,-8.5726e-08,0,-0.66392
3.3,-0.2,0,1.1567,-4.7474e-08,0,-0.65419
3.4,-0.2,0,1.1567,-2.0174e-08,0,-0.64446
3.5,-0.2,0,1.1567,-9.7082e-10,0,-0.63473
3.6,-0.2,0,1.1567,1.2381e-08,0,-0.625
3.7,-0.2,0,1.1567,2.1517e-08,0,-0.61527
3.8,-0.2,0,1.1567,2.7584e-08,0,-0.60554
3.9,-0.2,0,1.1567,3.1386e-08,0,-0.59581
4,-0.2,0,1.1567,3.3528e-08,0,-0.58608
4.1,-0.2,0,1.1567,3.4425e-08,0,-0.57635
4.2,-0.2,0,1.1567,3.4332e-08,0,-0.56662
4.3,-0.2,0,1.1567,3.3428e-08,0,-0.55689
4.4,-0.2,0,1.1567,3.1873e-08,0,-0.54716
4.5,-0.2,0,1.1567,2.9778e-08,0,-0.53743
4.6,-0.2,0,1.1567,2.7197e-08,0,-0.5277
4.7,-0.2,0,1.1567,2.4189e-08,0,-0.51797
4.8,-0.2,0,1.1567,2.0848e-08,0,-0.50824
4.9,-0.2,0,1.1567,1.727e-08,0,-0.49851
5,-0.2,0,1.1567,1.3513e-08,0,-0.48878
5.1,-0.2,0,1.1567,9.6511e-09,0,-0.47905
5.2,-0.2,0,1.1567,5.7945e-09,0,-0.46932
5.3,-0.2,0,1.1567,2.0306e-09,0,-0.45959
5.4,-0.2,0,1.1567,-1.6008e-09,0,-0.44986
5.5,-0.2,0,1.1567,-5.0787e-09,0,-0.44013
5.6,-0.2,0,1.1567,-8.3616e-09,0,-0.4304
5.7,-0.2,0,1.1567,-1.1456e-08,0,-0.42067
5.8,-0.2,0,1.1567,-1.4421e-08,0,-0.41094
5.9,-0.2,0,1.1567,-1.7338e-08,0,-0.40121
6,-0.2,0,1.1567,-2.0263e-08,0,-0.39148
6.1,-0.2,0,1.1567,-2.3308e-08,0,-0.38175
6.2,-0.2,0,1.1567,-2.6642e-08,0,-0.37202
6.3,-0.2,0,1.1567,-3.0483e-08,0,-0.36229
6.4,-0.2,0,1.1567,-3.5041e-08,0,-0.35256
6.5,-0.2,0,1.1567,-4.0648e-08,0,-0.34283
6.6,-0.2,0,1.1567,-4.7767e-08,0,-0.3331
6.7,-0.2,0,1.1567,-5.7016e-08,0,-0.32337
6.8,-0.2,0,1.1567,-6.9109e-08,0,-0.31364
6.9,-0.2,0,1.1567,-8.4967e-08,0,-0.30391
7,-0.2,0,1.1567,-1.0579e-07,0,-0.29418
7.1,-0.2,0,1.1567,-1.3316e-07,0,-0.28445
7.2,-0.2,0,1.1567,-1.6945e-07,0,-0.27472
7.3,-0.2,0,1.1567,-2.1863e-07,0,-0.26499
7.4,-0.2,0,1.1567,-2.8705e-07,0,-0.25526
7.5,-0.2,0,1.1567,-3.8615e-07,0,-0.24553
7.6,-0.2,0,1.1567,-5.3342e-07,0,-0.2358
7.7,-0.2,0,1.1567,-7.6209e-07,0,-0.22607
7.8,-0.2,0,1.1567,-1.117e-06,0,-0.21633
7.9,-0.2,0,1.1567,-1.6962e-06,0,-0.2066
8,-0.2,0,1.1567,-2.5865e-06,0,-0.19687
8.1,-0.2,0,1.1567,-4.1091e-06,0,-0.18714
8.2,-0.2,0,1.1567,-6.278e-06,0,-0.17741
8.3,-0.2,0,1.1567,-1.0376e-05,0,-0.16767
8.4,-0.2,0,1.1567,-1.5223e-05,0,-0.15793
8.5,-0.2,0,1.1567,-2.6773e-05,0,-0.14819
8.6,-0.2,0,1.1567,-3.5795e-05,0,-0.13845
8.7,-0.2,0,1.1568,-7.0276e-05,0,-0.12866
8.8,-0.2,0,1.1565,-8.0611e-05,0,-0.11894
8.9,-0.2,0,1.1571,-0.00018445,0,-0.10904
9,-0.2,0,1.1558,-0.00017871,0,-0.099389
9.1,-0.2,0,1.1577,-0.00045819,0,-0.089175
9.2,-0.2,0,1.1546,-0.00043222,0,-0.07966
9.3,-0.2,0,1.1579,-0.00098572,0,-0.069041
9.4,-0.2,0,1.1549,-0.0011944,0,-0.059032
9.5,-0.2,0,1.1532,-0.001742,0,-0.049014
9.6,-0.2,0,1.1604,-0.0029276,0,-0.036051
9.7,-0.2,0,1.1435,-0.0030243,0,-0.028066
9.8,-0.2,0,1.1554,-0.0038934,0,-0.013872
9.9,-0.2,0,1.1555,-0.0041063,0,0.00071421
10,-0.2,0,1.1313,-0.0036934,0,0
0,-0.1,0,1,0,0,-0.91001
0.1,-0.1,0,1.0128,0.020459,0,-0.92138
0.2,-0.1,0,1.041,0.038173,0,-0.93393
0.3,-0.1,0,1.0646,0.04748,0,-0.92405
0.4,-0.1,0,1.0828,0.049224,0,-0.89652
0.5,-0.1,0,1.0995,0.044849,0,-0.86709
0.6,-0.1,0,1.1171,0.036722,0,-0.84822
0.7,-0.1,0,1.1345,0.027485,0,-0.84171
0.8,-0.1,0,1.1494,0.019085,0,-0.84279
0.9,-0.1,0,1.1606,0.01245,0,-0.84608
1,-0.1,0,1.168,0.007709,0,-0.84823
1.1,-0.1,0,1.1727,0.0045686,0,-0.84793
1.2,-0.1,0,1.1753,0.0026092,0,-0.84507
1.3,-0.1,0,1.1768,0.0014446,0,-0.84008
1.4,-0.1,0,1.1775,0.00077955,0,-0.83351
1.5,-0.1,0,1.1779,0.00041202,0,-0.82583
1.6,-0.1,0,1.1781,0.00021425,0,-0.81742
1.7,-0.1,0,1.1781,0.00011001,0,-0.80851
1.8,-0.1,0,1.1782,5.5894e-05,0,-0.7993
1.9,-0.1,0,1.1782,2.8093e-05,0,-0.78989
2,-0.1,0,1.1782,1.3912e-05,0,-0.78036
2.1,-0.1,0,1.1782,6.7266e-06,0,-0.77076
2.2,-0.1,0,1.1782,3.1215e-06,0,-0.7611
2.3,-0.1,0,1.1782,1.3469e-06,0,-0.75142
2.4,-0.1,0,1.1782,5.0471e-07,0,-0.74172
2.5,-0.1,0,1.1782,1.3226e-07,0,-0.73201
2.6,-0.1,0,1.1782,-9.8087e-09,0,-0.72229
2.7,-0.1,0,1.1782,-4.4587e-08,0,-0.71256
2.8,-0.1,0,1.1782,-3.4383e-08,0,-0.70284
2.9,-0.1,0,1.1782,-9.5219e-09,0,-0.69311
3,-0.1,0,1.1781,1.6317e-08,0,-0.68338
3.1,-0.1,0,1.1781,3.7882e-08,0,-0.67365
3.2,-0.1,0,1.1781,5.389e-08,0,-0.66392
3.3,-0.1,0,1.1781,6.4662e-08,0,-0.65419
3.4,-0.1,0,1.1781,7.1109e-08,0,-0.64446
3.5,-0.1,0,1.1781,7.4235e-08,0,-0.63473
3.6,-0.1,0,1.1781,7.4911e-08,0,-0.625
3.7,-0.1,0,1.1781,7.375e-08,0,-0.61527
3.8,-0.1,0,1.1781,7.1244e-08,0,-0.60554
3.9,-0.1,0,1.1781,6.781e-08,0,-0.59581
4,-0.1,0,1.1781,6.3771e-08,0,-0.58608
4.1,-0.1,0,1.1781,5.9302e-08,0,-0.57635
4.2,-0.1,0,1.1781,5.4551e-08,0,-0.56662
4.3,-0.1,0,1.1781,4.9676e-08,0,-0.55689
4.4,-0.1,0,1.1781,4.4792e-08,0,-0.54716
4.5,-0.1,0,1.1781,3.9916e-08,0,-0.53743
4.6,-0.1,0,1.1781,3.506e-08,0,-0.5277
4.7,-0.1,0,1.1781,3.0285e-08,0,-0.51797
4.8,-0.1,0,1.1781,2.563e-08,0,-0.50824
4.9,-0.1,0,1.1781,2.1063e-08,0,-0.49851
5,-0.1,0,1.1781,1.6569e-08,0,-0.48878
5.1,-0.1,0,1.1781,1.2196e-08,0,-0.47905
5.2,-0.1,0,1.1781,7.9787e-09,0,-0.46932
5.3,-0.1,0,1.1781,3.8882e-09,0,-0.45959
5.4,-0.1,0,1.1781,-9.0139e-11,0,-0.44986
5.5,-0.1,0,1.1781,-3.9114e-09,0,-0.44013
5.6,-0.1,0,1.1781,-7.5509e-09,0,-0.4304
5.7,-0.1,0,1.1781,-1.1058e-08,0,-0.42067
5.8,-0.1,0,1.1781,-1.4471e-08,0,-0.41094
5.9,-0.1,0,1.1781,-1.7777e-08,0,-0.40121
6,-0.1,0,1.1781,-2.0992e-08,0,-0.39148
6.1,-0.1,0,1.1781,-2.4234e-08,0,-0.38175
6.2,-0.1,0,1.1781,-2.7638e-08,0,-0.37202
6.3,-0.1,0,1.1781,-3.1318e-08,0,-0.36229
6.4,-0.1,0,1.1781,-3.5464e-08,0,-0.35256
6.5,-0.1,0,1.1781,-4.0428e-08,0,-0.34283
6.6,-0.1,0,1.1781,-4.6636e-08,0,-0.3331
